site,course_description,course_name,course_section,course_section_credit,course_section_start,course_section_end,school,course_id,institution
www.pratt.edu,,Visual Communication and Digital Design,,,,,Continuing &; Prof Studies,XFA-100,Pratt Institutions
www.pratt.edu,"Discover the basics of pattern-making for the female form. Develop the beginning pattern-making skills using the basic bodice and skirt slopers. Create and fit the basic sloper, the eight basic darts, and dart manipulation for a variety of bodices and skirts.",Pattern-Making Basics for Female Form,,,,,Continuing &; Prof Studies,XFD-113,Pratt Institutions
www.pratt.edu,"Construct garments using existing commercial patterns. Beginners will learn the basic hand-sewing techniques and terms, proper layout, a variety of zipper applications,transferring and marking techniques, and the use of industry machines and equipment. A student supply list will be provided on the first day of class. Facilities Fee: $5 payable directly to instructor on first day of class.",Fashion Design: Construction Techniques For Garments I,,,,,Continuing &; Prof Studies,XFD-107,Pratt Institutions
www.pratt.edu,"Learn how to turn a great idea into a successful business through Pratt\'s Incubator\'s  RampUP!TM program. Developed to help designers make the transition from designer to design entrepreneur and gain insight in marketing, strategic planning, and finance. Individual coaching sessions will provide students with personal feedback on their progress. Through a series of nine interactive workshops participants will clarify their idea into a solid vision, mission, and business proposition. Debera Johnson will lead this course, with guest mentors from the Pratt Design Incubator\'s network, and focus on how to build an effective team to ensure success.  Discover how business/products stand out from the competition; develop an operations plan, business model, and road map; and learn how to assess the environmental and social impacts of your business. The Ramp-Up!T culminates with a presentation to a group of friendly investors and business experts.",RampUP!,,,,,Continuing &; Prof Studies,XCDE-700,Pratt Institutions
www.pratt.edu,Obtain a comprehensive tour of the manufacturing resources in NYC that allow you to produce your product locally.,Made in NYC,,,,,Continuing &; Prof Studies,XCDE-680,Pratt Institutions
www.pratt.edu,"Turn opponents into partners with the power of strong negotiation skills. This course starts with self-evaluation and helps you build a framework of effective negotiation approaches. Strengthen and enhance your ability to effectively communicate under pressure, and learn tips for contract and salary negotiations. Explore evaluating alternatives, converting opponents into partners, identifying personal negotiating styles, building coalitions, and getting around opposing parties.",The Power of Negotiation,,,,,Continuing &; Prof Studies,XCDE-675,Pratt Institutions
www.pratt.edu,"Setting the right price is both a science and an art. Choosing the right pricing strategy is critical for the success of your venture. As a central part of your marketing strategy, pricing is closely linked to the perception of your brand in the marketplace; getting to the right pricing strategy will help to enable growth. Obtain a framework for optimizing the prices of your products or services throughout the product life cycle, and for understanding how your pricing model affects the customer experience. Focus on the introduction to pricing basics, understanding the value of your product or service, price discrimination, selecting the right price strategy, monitoring the market, reacting to competition, negotiating price agreements, establishing best practices, an overview of advanced techniques, and pricing law.",17/SU - Pricing Your Product and Services,XCDE-665-01,,Jun 20 2017 ,Jun 26 2017  ,Continuing &; Prof Studies,XCDE-665,Pratt Institutions
www.pratt.edu,"Branding and marketing strategies now include social networks, crowdsourcing and thoughtful user experiences, which have become critical to success. This interactive workshop will develop clear strategies for understanding how to engage and develop a relationship with your customers. What you\'ll learn: Strategies for building your brand identity, ethnography, mapping the business ecosystem,evolving your brand platform.",17/SU - Engaging Your Market - Branding and Social Media,XCDE-670-01,,Jun  2 2017 ,Jun  6 2017  ,Continuing &; Prof Studies,XCDE-670,Pratt Institutions
www.pratt.edu,Learn the basic accounting principles and financial statements used in business along with creating budgets and pricing goods and services.  Examine tax planning; profit and loss statements; projecting sales and revenue; balance sheets; finding financing; and funding sources.,Financial Planning for Artists and Designers,,,,,Continuing &; Prof Studies,XCDE-651A,Pratt Institutions
www.pratt.edu,"A highly interactive class focused on the presentation of your ideas as a form of storytelling.  As an entrepreneur you will have to tell your story often- who you are and the relevance of your ideas and business.  During this class we will hone in on what you have to say, your audience, and the format and content needed to create a compelling presentation.  Participation durinh this class is critical as you practice the telling your story and listen to the telling of others. Topics Include: presentation structures, development and formats; elevator pitches; client presentations.",17/SU - From Elevator to Investor: How to Present Your Business,XCDE-660-01,,Jun 17 2017 ,Jun 21 2017  ,Continuing &; Prof Studies,XCDE-660,Pratt Institutions
www.pratt.edu,"This essential course will introduce basic accounting principles and financial statements used in business along with creating budgets and pricing goods and services. Topic Include: Tax planning, profit and loss statemnts, projecting sales and revenuse, blance sheets, finding financing and funding sources.",17/SU - Financial Planning for Artist and Designers,XCDE-651-01,,Jun  3 2017 ,Jun 10 2017  ,Continuing &; Prof Studies,XCDE-651,Pratt Institutions
www.pratt.edu,"Learn the basics of a small business\'s legal and tax responsibilities, human resources, liability, and risk mitigation, and explore other key topics that new business owners need to know.",17/SU - Staying Out of Trouble,XCDE-650-01,,Jun 24 2017 ,Jun 24 2017  ,Continuing &; Prof Studies,XCDE-650,Pratt Institutions
www.pratt.edu,"Fashion Business Bootcamp (FBB) will train rising fashion entrepreneurs who want to hone their business sense. FBB will take you step by step through the process of building a successful business plan, with a focus on bringing sustainability and ethics into the design process. Learn how to make responsible decisions about sourcing and manufacturing. Create a financial model, including trademarks, copyrights, accounting, branding and positioning, and managing your supply chain. Learn how to position yourself by understanding your competition, create your mission statement, and research the resources available to you as a design entrepreneur here in New York City. FBB concludes with the creation of your elevator pitch for future investors and a presentation of your business plan.",Starting a Fashion Business,,,,,Continuing &; Prof Studies,XCDE-630,Pratt Institutions
www.pratt.edu,"Learn the steps of starting your own design consulting or freelance business. Discover how to create an LLC, write proposals and contracts; what to charge; financial planning and accounting; hiring interns and finding clients; and professional and ethical practices.",Starting a Design Business,,,,,Continuing &; Prof Studies,XCDE-610,Pratt Institutions
www.pratt.edu,"You have an idea and want to get it off the ground and feel good about doing it. In this mini-incubator we\'ll give you the tools to grow your emerging or developing business with the triple bottom line in mind. You\'ll create a business plan, understand the impact of your business, identify your market, and delve into the complex issues of building a business with a positive change in mind.  What you\'ll learn: different social business structures, need assessments and market research, human-centered design, strategic tools for measuring impact and building a pitch.",17/SU - Mini-Incubator for Your Design Business Idea,XCDE-620-01,,Jun 12 2017 ,Jun 16 2017  ,Continuing &; Prof Studies,XCDE-620,Pratt Institutions
www.pratt.edu,"Learn the practical methods necessary to understand the environmental impact of your designs. Focus on the quantification of environmental impacts using life cycle assessment, estimating ecological performance, and eco-design strategies.",17/SU - Tools and Strategies for Sustainable Design,XCDE-609-01,,Jun  7 2017 ,Jun  9 2017  ,Continuing &; Prof Studies,XCDE-609,Pratt Institutions
www.pratt.edu,"As an introduction to sustainable best practices for design-driven businesses, focus on understanding the supply chain, life cycle assessment, lean manufacturing, triple bottom line accounting, and business models for the social entrepreneur.",17/SU - The Impact of Design on the Environment And Society,XCDE-608-01,,Jun 29 2017 ,Jun 30 2017  ,Continuing &; Prof Studies,XCDE-608,Pratt Institutions
www.pratt.edu,"The basis of both interior and industrial design is the exploration of the use of planes, volume, and line to gain understanding of form, space, and dominance.  Through these elements, students will begin to build skills in fabrication,  craftsmanship, and the basic vocabulary of designers. Working with studio materials and found objects, they will build upon their knowledge of design and have one completed project for their portfolio by the end.",Elements of Design,,,,,Continuing &; Prof Studies,XD-200,Pratt Institutions
www.pratt.edu,Understanding the business world has never been more critical for the creative professional. Explore the basics that will help you to understand how businesses operate; make decisions; develop markets; build profits; forecast trends; and examine how business trends impact the design entrepreneur.,17/SU - Business and Design,XCDE-605-01,,Jun  1 2017 ,Jun  5 2017  ,Continuing &; Prof Studies,XCDE-605,Pratt Institutions
www.pratt.edu,"You don\'t have to own a business to live an independent life. Design the life you want to lead by applying the basic principles of entrepreneurship. As a creative professional, you are in a unique position to take advantage of the market to define your own career path. Learn about how to identify opportunities, risk assessment, long- and short-term goal setting, contract negotiations, financial planning, and dynamic proposals.",Becoming Your Own Boss: An Introduction to Entrepreneurship,,,,,Continuing &; Prof Studies,XCDE-600,Pratt Institutions
www.pratt.edu,"Explore how we arrive at innovative FORM, inspired by cutting-edge technology, nature, and our senses.  Engage in a dialog of innovative approaches to creating objects, products, and environments. Explore the value and significance of cultural identities by navigating through a lens of resilience and systems design to ensure a sound evolution of traditions, objects, and placemaking. Anyone interested in industrial design, interior design, architectural design, and fashion design will learn skills to participate in innovative problem solving and the design process. Learn a fundamental approach to making, both by hand and digitally. Please Note: This course is the introduction to a new, upcoming certificate program of the same title, to be launched in spring 2017.",Innovation and 3D Design: An Interdisciplinary Approach,,,,,Continuing &; Prof Studies,XD-100,Pratt Institutions
www.pratt.edu,"Presents economic theory and method through the study of selected urban issues, including user charges, externalities and property rights, subsidies and vouchers, public services and efficiency, and the public economy of metropolitan areas. Readings are chosen to introduce economic issues from distinct philosophical perspectives.",17/SP - Urban Economics,PLAN-603-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Architecture,PLAN-603,Pratt Institutions
www.pratt.edu,"This course provides a unique and intensive immersion into fine art/painting and drawing, fostering understanding of the conventions and fostering the development of individual studio practices.  The purpose is to provide experienced students in their own fields with a strong complementary set of skills in a major that they would not focus on otherwise, to help supplement their general education through a thorough, well-rounded academic and hands-on learning experience at the renowned Pratt Institute. Course content will include instruction in drawing and painting, utilizing a variety of techniques, media, and subject matter, as well as the evolution of aesthetic awareness, perceptual acuity, and conceptual and formal visual content.",Fine Arts/Painting and Drawing Intensiv Intensive,,,,,Continuing &; Prof Studies,ADFA-205,Pratt Institutions
www.pratt.edu,"Theories of planning focus on the normative issues that arise in considering why and what we plan. Under this heading are questions of ideology, values, purposes, and principles, including gender, race and class. Theories of planning also involve questions of governmental intervention and public legitimization. Since the process of planning is affected by changes in social, economic, and political contexts, this course examines and evaluates the theory of planning pratice in various historical periods.",17/SP - History & Theory of City Planning,PLAN-602-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Architecture,PLAN-602,Pratt Institutions
www.pratt.edu,"CM-322 Project Controls II Starting with the development of measured program or project objectives, this course, delivered over the Fall and Spring Semesters consecutively provides the complete step process and project tested examples and templates of how to establish and maintain an effective cost and schedule management system from project inception through to completion to ensure that project requirements are addressed.  The Spring semester will start with the award process for construction work, and focus on all aspects of Project Controls during project execution, completion and start up.",17/SP - Project Controls II,CM-322-02,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Architecture,CM-322,Pratt Institutions
www.pratt.edu,"Fashion Design for the Non-Major is an intensive immersion exposure to the fashion industry, exploring various aspects of design, inspiration and terminology.  The purpose is to provide experienced students in their own fields with a strong complementary set of skills in a major that they would not focus on otherwise, to help supplement their general education through a thorough, well-rounded academic and hands-on learning experience at the renowned Pratt Institute. The class will include a combination of hands-on studio projects, class discussions and field trips to related industry exhibits and designer showrooms.",Fashion Design for the Non-Major,,,,,Continuing &; Prof Studies,ADFD-205P,Pratt Institutions
www.pratt.edu,"CM-321 Project Controls I Starting with the development of measured program or project objectives, this course, delivered over the Fall and Spring Semesters consecutively provides the complete step process and project tested examples and templates of how to establish and maintain an effective cost and schedule management system from project inception through to completion to ensure that project requirements are addressed. The Fall semester will focus on Pre-Project and Pre-Construction project controls, up to the point of issuing bids for construction work.",17/FA - Project Controls I,CM-321-02,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Architecture,CM-321,Pratt Institutions
www.pratt.edu,"This course is an intensive immersion exposure to the fashion industry, exploring various aspects of design, inspiration and terminology.  The purpose is to provide experienced students in their own fields with a strong complementary set of skills in a major that they would not focus on otherwise, to help supplement their general education through a thorough, well-rounded academic and hands-on learning experience at the renowned Pratt Institute. The class will include a combination of hands-on studio projects, class discussions and field trips to related industry exhibits and designer showrooms.",Fashion Design Intensive,,,,,Continuing &; Prof Studies,ADFD-205,Pratt Institutions
www.pratt.edu,"This studio is an introduction to the fundamental concepts, processes and skills required for graduate architectural design. With a series of abstract yet non-reductive exercises, students will learn to create and discuss formal, spatial and material relations. Through design projects and discussions with the studio critic, students will develop an understanding of fundamental design principles, representational techniques, and analytical skills.",17/FA - Design Studio I:Fundamentals,ARCH-601-80,5.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Architecture,ARCH-601,Pratt Institutions
www.pratt.edu,This course is the first of a required four-semester sequence.  It covers the history of architecture in non-Western cultures and in the West from the Paleolithic to the Gothic. Instructors\' lectures on history will be complemented by presentations on theoretical issues and current works offered by architects teaching in the school.,17/FA - History and Theory of Architecture 1,ARCH-151-80,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Architecture,ARCH-151,Pratt Institutions
www.pratt.edu,"The course covers key non-Western cultures (Pre-Columbian America, India, China and Japan) and the history of architecture in the West from the early Renaissance to the Rococo.  Instructors\' lectures on history will be complemented by presentations on theoretical issues and current works offered by architects teaching in the school.",17/SP - History and Theory of Architecture 2,ARCH-152-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Architecture,ARCH-152,Pratt Institutions
www.pratt.edu,"This course is an intuitive and analytical exploration of the nature of basic processes, material properties and the forms and structures they generate. Emphasis is on geometry of architecture, employing physical modeling in creating such structures and theoretical analysis of basic structural systems.",17/FA - Technics,ARCH-131-85,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Architecture,ARCH-131,Pratt Institutions
www.pratt.edu,"This is the second course of the required three-semester sequence in architectural representation.  The primary goal of this course is to introduce the beginning student of architecture to basic 2-D digital software package (i.e. Photoshop, Illustrator and 2-D AutoCAD or their equivalents) essential to explore representation on a contemporary and critical level.  The course is intended to highlight a menu of techniques that will prepare the student to use digital software as a primary communication tool throughout their architectural education.  This newfound knowledge can be used for highly descriptive as well transformative applications in the context of design and technical coursework. Faculty presentations and demonstrations on various techniques and applications and reviews of student drawing projects take place in the studio setting.  Sections of this course are reserved for Architecture majors.",17/SP - Representation 2,ARCH-112-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Architecture,ARCH-112,Pratt Institutions
www.pratt.edu,"The Constructor must have an understanding of the relationship of the site and topography to the act of building, and be capable of applying surveying standards on a construction project. The Construction Surveying course introduces the construction management student to plane and geodetic surveying; and the principles of horizontal and vertical measurement using a transit, level and rod, and steel tape; in addition Total Station instruments will be observed on a construction site. Students will also examine the physical character of soil constituents, natural soil deposits, soil index properties, soil classification, stress analysis and engineering properties, interpretation of soils reports, embankment construction and control, dewatering, excavations and excavation supports, foundation construction, and construction access and haul roads.",17/SP - Construction Surveying,CM-242-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Architecture,CM-242,Pratt Institutions
www.pratt.edu,"Students examine mechanical and electrical equipment installation in modern building construction and operation: water supply, plumbing, sewage disposal, heat losses, heating systems, ventilation, air conditioning, refrigeration,fire protection, elevators, escalators, illumination, and electrical systems. CM-233 covers small and medium building equipment. CM-234 covers equipment for medium and large buildings.",17/SP - Mechanical & Electrical Equipment II,CM-234-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Architecture,CM-234,Pratt Institutions
www.pratt.edu,"Cultivate your visual literacy.  Investigate the creative process through lectures and discussions delving into the worlds of various artists.  Explore art media, major artistic styles, periods and movements throughout the history of art.  Learn how to understand, appreciate, and interpret works of art in their cultural, historical, political, social, economic, and aesthetic contexts.",Visual Art Appreciation Intensive,,,,,Continuing &; Prof Studies,ADAA-205P,Pratt Institutions
www.pratt.edu,"Students examine mechanical and electrical equipment installation in modern building construction and operation: water supply, plumbing, sewage disposal, heat losses, heating systems, ventilation, air conditioning, refrigeration, elevators, escalators, illumination, and electrical systems. CM-273 covers small building equipment. CM-274 covers equipment for medium and large buildings.",17/FA - Mechanical and Electrical Equipment I,CM-233-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Architecture,CM-233,Pratt Institutions
www.pratt.edu,"This course provides a unique and intensive immersion into the field of architecture and three-dimensional design processes.  The purpose is to provide experienced students in their own fields with a strong complementary set of skills in a major that they would not focus on otherwise, to help supplement their general education through a thorough, well-rounded academic and hands-on learning experience at the renowned Pratt Institute. Course content will encompass lecture, studio exercise, and projects, including sketching, drafting and model building, combined with extensive critique, discussion and discourse.",Architectural Design for the Non-Major,,,,,Continuing &; Prof Studies,ADAR-205,Pratt Institutions
www.pratt.edu,"Architecture for the Non-Major provides a unique and intensive immersion into the field of architecture and three-dimensional design processes.  The purpose is to provide experienced students in their own fields with a strong complementary set of skills in a major that they would not focus on otherwise, to help supplement their general education through a thorough, well-rounded academic and hands-on learning experience at the renowned Pratt Institute. Course content will encompass lecture, studio exercises, and projects, including sketching, drafting and model building, combined with extensive critique, discussion and discourse.",Architectural Design for the Non-Major,,,,,Continuing &; Prof Studies,ADAR-205P,Pratt Institutions
www.pratt.edu,"This is the first course of the required three-semester sequence in architectural representation.  The focus of this sequence is to not only begin to understand the representational possibilities that are enabled by architectural drawings, but to also highlight drawing\'s ability to aid in the understanding and simplification of complex form and idea.  The primary goal of this course is an introduction to fundamental architectural drawing skills.  The course enriches, extends, and supports two-dimensional drawings as a method of development, communication and exploration; Students learn to construct measured architectural hand drawings in a variety of mediums.  Faculty presentations and demonstrations on various drawing techniques and applications and reviews of student drawing projects take place in the studio setting.",17/SP - Representation 1,ARCH-111-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Architecture,ARCH-111,Pratt Institutions
www.pratt.edu,Design II translates the conceptual framework into small-scale architectural projects in a variety of contexts.,17/SP - Design II,ARCH-102-11,5.00000,Jan 17 2017 ,May 12 2017  ,School of School of Architecture,ARCH-102,Pratt Institutions
www.pratt.edu,Design I provides a conceptual framework for the student beginning the architecture curriculum with an exploration of fundamental design principles.,17/FA - Design I,ARCH-101-85,5.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Architecture,ARCH-101,Pratt Institutions
www.pratt.edu,"The course will consist of lectures, readings, in-class demonstrations, and discussion based assignments reviews. Students will be introduced to basic graphic concepts, raster/vector graphics, mapping, screen vs. print composition, graphic voice, weight and emphasis, photo manipulation, storyboarding and presentation technique. Students may use course assignments to fulfill requirements for the corresponding mini-studio.",17/SP - Skills I: Computer Graphics Planning and Preservation,PLAN-601D-01,1.00000,Feb 27 2017 ,Apr  3 2017  ,School of School of Architecture,PLAN-601D,Pratt Institutions
www.pratt.edu,"What is the difference between a copyright and a trademark?  How long does a patent last? What rights do you have as a creator of a Work Made for Hire? How do you determine who gets to use your work and how they pay for it? All of these questions and more will be explored in this class on intellectual property. We will discuss the current state of the law, the changes on the horizon, and how to best protect your creations lastingly.",Intellectual Property Principles of Intellectual Property Or Protecting Your Intellectual Property,,,,,Continuing &; Prof Studies,XBL-100,Pratt Institutions
www.pratt.edu,This mini course is designed for graduate planning students with little or no design experience as an introduction to hand-drawn graphics for planning and design. It strives to combines both a critical understanding of the theories and practice of graphical representation with hands-on skill development.,17/FA - Skills I: Manual Graphics Planning and Preservation,PLAN-601C-01,1.00000,Aug 28 2017 ,Sep 26 2017  ,School of School of Architecture,PLAN-601C,Pratt Institutions
www.pratt.edu,,Sustainable Design/Theory International,,,,,Continuing &; Prof Studies,XCD-614EMS,Pratt Institutions
www.pratt.edu,"Learn the best practices and methodologies in business communication. Explore how to strategically position yourself and communicate your own, or other creative businesses\', compelling story to attract and keep ideal clients. This course includes all seven core courses at a 10-percent discounted price. Prerequisite: None (SEE CORE COURSES FOR COURSE SCHEDULE)",17/SP - Certificate Course in Business Communication for the Creative Professional,XBC-108-01,,Feb  1 2017 ,Apr 29 2017  ,Continuing &; Prof Studies,XBC-108,Pratt Institutions
www.pratt.edu,"This is and intensive analysis of significant 20th century building an examination of structure, construction, interior environment building function and symbolism.CCPS non-credit registration only: 718-636-3453.",Architectural Analysis,,,,,Continuing &; Prof Studies,XCD-582ARCH,Pratt Institutions
www.pratt.edu,This is an introductory course in letterpress and relief printmaking. The course is focused on developing visual thinking through the use of text and image and text as image. CCPS non-credit registration only: 718-636-3453.,"Topics, Text and Image",,,,,Continuing &; Prof Studies,XCD-563PPRN,Pratt Institutions
www.pratt.edu,"This hands on course introduces the fundamentals of direct metal fabrication, and offered in basic processes such as welding, brazing, cutting, and shaping.CCPS non-credit registration only: 718-636-3453.","Metal Fabrction, Weld, Forge",,,,,Continuing &; Prof Studies,XCD-531TECH,Pratt Institutions
www.pratt.edu,"In a combination of handson exercises and lectures, students are introduced to a combination of modeling and rendering software. In conjunction with imaging processing software, still and animated visuals are produced. Modeling packages of different complexity, including 3-D studio, Alias Upfront, and True space are employed. CCPS non-credit registration only: 718-636-3453.",Digital 3D Modeling/Visual,,,,,Continuing &; Prof Studies,XCD-522ARCH,Pratt Institutions
www.pratt.edu,This course covers the fundamentals of paper structure and movements as a 3-D and 4-D way to illustrate images or ideas. Pop-Ups or movables as they are historically called. CCPS non-credit registration only: 718-636-3453.,Pop-Up Paper Engineering,,,,,Continuing &; Prof Studies,XCD-516TECH,Pratt Institutions
www.pratt.edu,"An introduction to ceramics that explores the use of the wheel, coil, and slab in the creation of clay objects, both sculptural and functional. CCPS non-credit registration only: 718-636-3453.",Ceramics,,,,,Continuing &; Prof Studies,XCD-207SCJ,Pratt Institutions
www.pratt.edu,"Gain cross-cultural awareness and communication skills to sensitively interact with colleagues or clients from different cultures. Learn how to recognize signs of culture clash and to modify your communication accordingly.  Understand and appreciate intercultural differences and promote clear communication, open your own and others\' minds, build trust, strengthen relationships, and reach win-win business solutions across cultures.",Communication Across Cultures,,,,,Continuing &; Prof Studies,XBC-107,Pratt Institutions
www.pratt.edu,"Learn to communicate with poise, confidence, and empathy, applying the essential principles and practice of design thinking to communication. Cater to your audience\'s needs while exploring self-awareness as well as personal and client motivations to cultivate an empathetic understanding of your audiences, while adding value to, and creating meaningful customer interactions.",17/SU - Design Thinking and Communication,XBC-106-01,,Jun 27 2017 ,Jun 28 2017  ,Continuing &; Prof Studies,XBC-106,Pratt Institutions
www.pratt.edu,"Develop strategies to gain poise and confidence in presenting verbally, as well as in deepening your ability to connect empathically with your audience. Through a set of instructions and exercises, enhance your ability to listen, talk, and network effectively, present, pitch, propose, and introduce yourself and your work successfully to your prospective audience, whether buyer, dealer, client, funder, or investor.",17/SU - Public Speaking for the Professional,XBC-105-01,,Jun 20 2017 ,Jun 27 2017  ,Continuing &; Prof Studies,XBC-105,Pratt Institutions
www.pratt.edu,"What\'s negotiable? Everything, if you strike the right bargain.  Before you sign, learn what to look for in a contract and how to parse out ""legalese"" to find the key elements  in a document. Become fluent in discussing contracts, and the rights and obligations they contain. We will also  develop the tools of negotiation using an individual\'s  natural negotiation style, knowledge of negotiation theory, lots of practical preparation, and role-playing scenarios.",17/SU - The Art of Contracts and Negotiation,XBC-104-01,,Jun 21 2017 ,Jun 28 2017  ,Continuing &; Prof Studies,XBC-104,Pratt Institutions
www.pratt.edu,What makes your written expression most compelling in today\'s professional and digital marketplace? Build fundamental business communication knowledge and skills to best express your vision and make a positive impression on your ideal audience. Gain an overview of the art of authentic persuasion through the written word to any market with both sincerity and strategic positioning.,17/SU - Compelling Business Writing,XBC-103-01,,Jun 13 2017 ,Jun 14 2017  ,Continuing &; Prof Studies,XBC-103,Pratt Institutions
www.pratt.edu,"Composition, scale, and anatomy are just a few things any artist needs to understand to be successful, whether designing on a computer or on a canvas. Working with a live model, students will learn fundamentals of observational drawing beyond the still life and further their exploration into the art world. At the end of this course, students will have three pieces completed and a portfolio ready.",Introduction to Figure Drawing,,,,,Continuing &; Prof Studies,XAFA-202,Pratt Institutions
www.pratt.edu,"An essential part of becoming a fashion designer is learning how to first construct your designs on paper before bringing them to life in fabrication. Students will learn the intriguing art and style of the fashion croquis, including design, color choice, and how fabric appears on the page. At the end of this course, students will have three portfolio pieces.",Fashion Sketching,,,,,Continuing &; Prof Studies,XAFA-201,Pratt Institutions
www.pratt.edu,"Composition, scale, and anatomy are just a few things any artist needs to understand to be successful-whether designing on a computer or on a canvas. Working with a live model, students will learn fundamentals of observational drawing beyond the still life and further their exploration into the art world. At the end of this course, students will have three pieces completed and portfolio-ready.",Introduction to Figure Drawing,,,,,Continuing &; Prof Studies,XAFA-200,Pratt Institutions
www.pratt.edu,"Improving one\'s compositional skills is one of the most useful things a photographer can do to take better pictures.  This class is a survey of compositional ideas for photographers, with emphasis on how to communicate through light, color, and the arrangement of form.  Through weekly shooting assignments, presntations, and critique, students will learn about balance, tempo, how to visually identify and support the subject, ways of organizing space, the significance of underlying geometric structure, how to use color as a compositional element, and why the edges of the frame are important. ",Aspects of Photographic Composition,,,,,Continuing &; Prof Studies,XAPO-103,Pratt Institutions
www.pratt.edu,"Standing out in today\'s digital marketplace and learning how to effectively position yourself areKEY to the success of your creative career or business. With engaging discussions, assignments, and feedback, learn to communicate how your unique talents can benefit your clients; articulate a compelling pitch, brand image, and voice; package your services so your clients recognize you are the solution to their problem, and help your clients select themselves before you even speak to them.",Positioning Yourself to Your Ideal Clients,,,,,Continuing &; Prof Studies,XBC-101,Pratt Institutions
www.pratt.edu,"Learn the Basic tools and techniques in Photoshop for image correction, retouching and compositing.  Attain knowledge of the workspace, selections, layers, image adjustments, and masking to make your photography the best it can be.  Understand resolution and how to coontrol it.  Become versed using keyboard cpmmands to improve your workflow.  Have your work critiqued through discussions and postings, and share your ideas in our online communit. Prerequisite: None ONLINE",Photoshop Survival Guide for Image Making,,,,,Continuing &; Prof Studies,XAPO-101,Pratt Institutions
www.pratt.edu,"Use of a tiny, carefully drilled aperture, or pinhole, as a substitute for a conventional glass or plastic camera lens harks back to the earliest days of film photography, yet such simple devices still have a very relevant place in modern photographic practice. This hands-on class, designed for those without a technical background in photography, will take a practical, DIY approach to explore various ways of using traditional and modern pinhole tools and techniques. Using a number of light-sensitive materials, class participants will create unique photos in a variety of situations ranging from landscape and portraiture to photographing the nude human form. Students will also build their own pinhole camera to photograph while outside of class. Each class will be a 2.5-hour lab where new ideas will be introduced and then put into direct practice. Students are encouraged to devote time outside of class to further experiment, create new photographs, and prepare digital files.",Pinhole Photography for the Contemporary Artist,,,,,Continuing &; Prof Studies,XAPO-471,Pratt Institutions
www.pratt.edu,"This workshop integrates appreciation and contemplation together with the artistic process, producing a radical shift in our perceptions and storytelling abilities. Participants will learn creative focusing methods, as well as skills to awaken perception, artistic intent and sensibility. The course includes meditation instruction and hands-on filmmaking. The MINDFUL FILMMAKER is designed to advance our creative and practical skills of storytelling, effective, positive communication and social engagement.  This course is not only for professional filmmakers, artists, writers/poets and students, but for anyone interested in expanding their creative and social palettes. Prerequisite: A video-capable cell phone or digital camera are required from everyone.",The Mindful Filmmaker Awake Cinematic Engagement,,,,,Continuing &; Prof Studies,XAFL-100,Pratt Institutions
www.pratt.edu,"Creating photographs using older, chemical-based, technology encourages thoughtfulness, experiment, and the evolution of a personal methodology that will make your photographs stand out from the pack--film captures have a unique tonality, depth and warmth. Analog photographers may even design and build their own gear and combine old and new technologies. This can be done on a relatively modest equipment and materials budget.   In this class, students will gain the knowledge and skills to make informed decisions about film photography gear and methods so they may confidently embark on their own explorations and projects. The emphasis will be practical and hands-on; technical information will be explained in concrete, everyday terms. Students will learn the basic principles of analog cameras and working with light sensitive materials as well as gaining studio practice that will range from making photos with home-made pinhole optics to manipulating the controls of a large-format view camera. Essential black and white darkroom techniques for developing roll film and making enlargements will also be covered, as well as how to successfully work with popular 35mm SLR and medium format (120 size) cameras.  Owning a film camera is encouraged. Students without a camera can discuss what to buy via email prior to the class commencing.",17/SU - ANALOG (NON-DIGITAL) PHOTOGRAPHY TOOLS AND TECHNIQUES,XAP-202-01,,Jun  3 2017 ,Jul 15 2017  ,Continuing &; Prof Studies,XAP-202,Pratt Institutions
www.pratt.edu,"To succeed as a professional creative, clear and engaging communication with clients is essential. This course covers the client communication spectrum, including identifying, starting, and cultivating new client relationships; pricing your services; and confidently mastering win-win conversations, including around the value of your creative work. Through interactive exercises and engaging discussions, you will learn the most effective client communication strategies in the digital age and will complete a customized communications plan to get and keep your ideal clients.",17/SU - Effective Client Communication Strategies for the Creative Professional,XBC-100-01,,Jun 12 2017 ,Jun 29 2017  ,Continuing &; Prof Studies,XBC-100,Pratt Institutions
